order_id,customer_id,product_id,date,quantity,discount_%,revenue,product_name,category,unit_price,customer_name,city,segment,since_year
ORD05023,CUST0041,PROD011,2024-09-18,1,10,314.1,Instant Coffee,Food & Beverage,349,Customer_41,Hyderabad,Wholesale,2019.0
ORD05024,CUST0086,PROD012,2024-05-04,3,5,1279.65,Mixed Nuts,Food & Beverage,449,Customer_86,Kolkata,Retail,2023.0
ORD05025,CUST0008,PROD001,2024-08-28,5,15,5520.75,Wireless Earbuds,Electronics,1299,Customer_8,Chennai,Retail,2018.0
ORD05026,CUST0095,PROD003,2024-06-04,3,10,1617.3,USB Hub,Electronics,599,Customer_95,Delhi,Retail,2022.0
ORD05027,CUST0011,PROD011,2024-06-19,4,15,1186.6,Instant Coffee,Food & Beverage,349,Customer_11,Hyderabad,Wholesale,2018.0
ORD05028,CUST0093,PROD006,2024-06-06,4,0,3996.0,Denim Jeans,Clothing,999,Customer_93,Delhi,Wholesale,2023.0
ORD05029,CUST9999,PROD006,2024-06-28,4,5,3796.2,Denim Jeans,Clothing,999,,,,
ORD05030,CUST0039,PROD010,2024-12-07,3,5,1707.15,Protein Bar Box,Food & Beverage,599,Customer_39,Bangalore,Wholesale,2020.0
ORD05031,CUST0076,PROD001,2024-10-30,3,0,3897.0,Wireless Earbuds,Electronics,1299,Customer_76,Pune,Wholesale,2019.0
ORD05032,CUST0009,PROD014,2024-06-12,5,15,1483.25,Water Bottle,Home & Kitchen,349,Customer_9,Pune,Retail,2020.0
ORD05033,CUST0024,PROD005,2024-07-29,4,0,1396.0,Cotton T-Shirt,Clothing,349,Customer_24,Mumbai,Retail,2022.0
ORD05034,CUST0031,PROD006,2024-10-30,6,5,5694.3,Denim Jeans,Clothing,999,Customer_31,Pune,Retail,2021.0
ORD05035,CUST0022,PROD014,2024-12-12,5,0,1745.0,Water Bottle,Home & Kitchen,349,Customer_22,Pune,Wholesale,2020.0
ORD05036,CUST0082,PROD016,2024-11-09,1,0,249.0,Chopping Board,Home & Kitchen,249,Customer_82,Mumbai,Retail,2020.0
ORD05037,CUST0081,PROD007,2024-10-08,2,5,1518.1,Hoodie,Clothing,799,Customer_81,Mumbai,Retail,2018.0
ORD05038,CUST0093,PROD009,2024-08-31,5,5,945.25,Green Tea Pack,Food & Beverage,199,Customer_93,Delhi,Wholesale,2023.0
ORD05039,CUST0097,PROD012,2024-03-29,2,5,853.1,Mixed Nuts,Food & Beverage,449,Customer_97,Pune,Retail,2021.0
ORD05040,CUST0092,PROD003,2024-02-05,1,15,509.15,USB Hub,Electronics,599,Customer_92,Bangalore,Online,2019.0
ORD05041,CUST0096,PROD001,2024-10-08,2,0,2598.0,Wireless Earbuds,Electronics,1299,Customer_96,Pune,Wholesale,2019.0
ORD05042,CUST0086,PROD013,2024-11-27,5,0,4495.0,Non-Stick Pan,Home & Kitchen,899,Customer_86,Kolkata,Retail,2023.0
ORD05043,CUST0061,PROD007,2024-11-13,6,0,4794.0,Hoodie,Clothing,799,Customer_61,Bangalore,Wholesale,2020.0
ORD05044,CUST0076,PROD014,2024-10-06,4,0,1396.0,Water Bottle,Home & Kitchen,349,Customer_76,Pune,Wholesale,2019.0
ORD05045,CUST0047,PROD001,2024-04-07,4,0,5196.0,Wireless Earbuds,Electronics,1299,Customer_47,Mumbai,Wholesale,2022.0
ORD05046,CUST0020,PROD005,2024-11-23,4,5,1326.2,Cotton T-Shirt,Clothing,349,Customer_20,Chennai,Wholesale,2020.0
ORD05047,CUST0042,PROD012,2024-09-21,6,0,2694.0,Mixed Nuts,Food & Beverage,449,Customer_42,Kolkata,Online,2021.0
ORD05048,CUST0097,PROD005,2024-03-12,2,15,593.3,Cotton T-Shirt,Clothing,349,Customer_97,Pune,Retail,2021.0
ORD05049,CUST0027,PROD004,2024-05-06,3,15,4842.45,Webcam,Electronics,1899,Customer_27,Bangalore,Online,2020.0
ORD05050,CUST0018,PROD002,2024-04-25,1,0,2999.0,Smart Watch,Electronics,2999,Customer_18,Hyderabad,Online,2018.0
ORD05051,CUST0070,PROD013,2024-02-09,4,10,3236.4,Non-Stick Pan,Home & Kitchen,899,Customer_70,Delhi,Online,2022.0
ORD05052,CUST0089,PROD012,2024-06-21,3,10,1212.3,Mixed Nuts,Food & Beverage,449,Customer_89,Mumbai,Online,2019.0
ORD05053,CUST0067,PROD001,2024-06-28,1,0,1299.0,Wireless Earbuds,Electronics,1299,Customer_67,Hyderabad,Online,2018.0
ORD05054,CUST0020,PROD009,2024-02-25,2,0,398.0,Green Tea Pack,Food & Beverage,199,Customer_20,Chennai,Wholesale,2020.0
ORD05055,CUST0016,PROD012,2024-10-06,4,0,1796.0,Mixed Nuts,Food & Beverage,449,Customer_16,Bangalore,Retail,2023.0
ORD05056,CUST0092,PROD002,2024-02-19,5,15,12745.75,Smart Watch,Electronics,2999,Customer_92,Bangalore,Online,2019.0
ORD05057,CUST0004,PROD014,2024-06-22,5,10,1570.5,Water Bottle,Home & Kitchen,349,Customer_4,Delhi,Online,2019.0
ORD05058,CUST0033,PROD012,2024-04-23,4,5,1706.2,Mixed Nuts,Food & Beverage,449,Customer_33,Kolkata,Online,2020.0
ORD05059,CUST0065,PROD004,2024-07-13,5,5,9020.25,Webcam,Electronics,1899,Customer_65,Pune,Online,2020.0
ORD05060,CUST0022,PROD004,2024-10-07,1,5,1804.05,Webcam,Electronics,1899,Customer_22,Pune,Wholesale,2020.0
ORD05061,CUST0034,PROD001,2024-03-30,6,15,6624.9,Wireless Earbuds,Electronics,1299,Customer_34,Pune,Wholesale,2019.0
ORD05062,CUST0073,PROD016,2024-07-22,4,10,896.4,Chopping Board,Home & Kitchen,249,Customer_73,Mumbai,Retail,2020.0
ORD05063,CUST0036,PROD016,2024-04-10,6,0,1494.0,Chopping Board,Home & Kitchen,249,Customer_36,Chennai,Wholesale,2022.0
ORD05064,CUST0052,PROD014,2024-12-25,4,0,1396.0,Water Bottle,Home & Kitchen,349,Customer_52,Pune,Online,2023.0
ORD05065,CUST0048,PROD002,2024-09-30,6,0,17994.0,Smart Watch,Electronics,2999,Customer_48,Bangalore,Wholesale,2021.0
ORD05066,CUST0044,PROD011,2024-11-12,4,5,1326.2,Instant Coffee,Food & Beverage,349,Customer_44,Delhi,Wholesale,2019.0
ORD05067,CUST0039,PROD004,2024-07-04,3,5,5412.15,Webcam,Electronics,1899,Customer_39,Bangalore,Wholesale,2020.0
ORD05068,CUST0048,PROD007,2024-10-30,2,5,1518.1,Hoodie,Clothing,799,Customer_48,Bangalore,Wholesale,2021.0
ORD05069,CUST0008,PROD013,2024-04-24,5,0,4495.0,Non-Stick Pan,Home & Kitchen,899,Customer_8,Chennai,Retail,2018.0
ORD05070,CUST0068,PROD003,2024-03-25,2,15,1018.3,USB Hub,Electronics,599,Customer_68,Chennai,Retail,2021.0
ORD05071,CUST0083,PROD009,2024-10-25,6,5,1134.3,Green Tea Pack,Food & Beverage,199,Customer_83,Delhi,Retail,2018.0
ORD05072,CUST0029,PROD006,2024-10-29,1,10,899.1,Denim Jeans,Clothing,999,Customer_29,Chennai,Retail,2020.0
ORD05073,CUST0045,PROD013,2024-11-13,5,0,4495.0,Non-Stick Pan,Home & Kitchen,899,Customer_45,Mumbai,Retail,2019.0
ORD05074,CUST0055,PROD012,2024-08-16,1,0,449.0,Mixed Nuts,Food & Beverage,449,Customer_55,Pune,Wholesale,2018.0
ORD05075,CUST0074,PROD005,2024-07-03,3,0,1047.0,Cotton T-Shirt,Clothing,349,Customer_74,Bangalore,Wholesale,2023.0
ORD05076,CUST0027,PROD006,2024-06-12,4,15,3396.6,Denim Jeans,Clothing,999,Customer_27,Bangalore,Online,2020.0
ORD05077,CUST0002,PROD001,2024-12-24,4,5,4936.2,Wireless Earbuds,Electronics,1299,Customer_2,Delhi,Wholesale,2018.0
ORD05078,CUST9999,PROD005,2024-06-30,3,15,889.95,Cotton T-Shirt,Clothing,349,,,,
ORD05079,CUST0092,PROD005,2024-12-18,4,10,1256.4,Cotton T-Shirt,Clothing,349,Customer_92,Bangalore,Online,2019.0
ORD05080,CUST0021,PROD002,2024-05-11,4,0,11996.0,Smart Watch,Electronics,2999,Customer_21,Bangalore,Online,2022.0
ORD05081,CUST0091,PROD005,2024-09-02,3,0,1047.0,Cotton T-Shirt,Clothing,349,Customer_91,Bangalore,Online,2018.0
ORD05082,CUST0011,PROD001,2024-03-01,2,15,2208.3,Wireless Earbuds,Electronics,1299,Customer_11,Hyderabad,Wholesale,2018.0
ORD05083,CUST0096,PROD006,2024-09-02,1,0,999.0,Denim Jeans,Clothing,999,Customer_96,Pune,Wholesale,2019.0
ORD05084,CUST0096,PROD004,2024-03-29,6,5,10824.3,Webcam,Electronics,1899,Customer_96,Pune,Wholesale,2019.0
ORD05085,CUST0096,PROD011,2024-03-20,1,10,314.1,Instant Coffee,Food & Beverage,349,Customer_96,Pune,Wholesale,2019.0
ORD05086,CUST0059,PROD002,2024-11-12,1,0,2999.0,Smart Watch,Electronics,2999,Customer_59,Hyderabad,Wholesale,2020.0
ORD05087,CUST0087,PROD005,2024-12-19,6,15,1779.9,Cotton T-Shirt,Clothing,349,Customer_87,Bangalore,Online,2021.0
ORD05088,CUST0051,PROD006,2024-05-30,5,0,4995.0,Denim Jeans,Clothing,999,Customer_51,Mumbai,Retail,2023.0
ORD05089,CUST0099,PROD015,2024-08-14,2,10,988.2,Coffee Mug Set,Home & Kitchen,549,Customer_99,Chennai,Retail,2018.0
ORD05090,CUST0073,PROD014,2024-10-14,6,5,1989.3,Water Bottle,Home & Kitchen,349,Customer_73,Mumbai,Retail,2020.0
ORD05091,CUST0064,PROD013,2024-08-24,6,0,5394.0,Non-Stick Pan,Home & Kitchen,899,Customer_64,Hyderabad,Wholesale,2019.0
ORD05092,CUST0017,PROD007,2024-05-24,4,5,3036.2,Hoodie,Clothing,799,Customer_17,Pune,Retail,2018.0
ORD05093,CUST0067,PROD013,2024-03-25,2,15,1528.3,Non-Stick Pan,Home & Kitchen,899,Customer_67,Hyderabad,Online,2018.0
ORD05094,CUST0047,PROD011,2024-07-03,1,10,314.1,Instant Coffee,Food & Beverage,349,Customer_47,Mumbai,Wholesale,2022.0
ORD05095,CUST0077,PROD001,2024-12-11,1,0,1299.0,Wireless Earbuds,Electronics,1299,Customer_77,Pune,Online,2018.0
ORD05096,CUST0044,PROD004,2024-07-29,3,0,5697.0,Webcam,Electronics,1899,Customer_44,Delhi,Wholesale,2019.0
ORD05097,CUST0049,PROD016,2024-04-10,3,5,709.65,Chopping Board,Home & Kitchen,249,Customer_49,Bangalore,Retail,2021.0
ORD05098,CUST0007,PROD012,2024-02-05,1,5,426.55,Mixed Nuts,Food & Beverage,449,Customer_7,Bangalore,Wholesale,2023.0
ORD05099,CUST0025,PROD013,2024-02-23,3,10,2427.3,Non-Stick Pan,Home & Kitchen,899,Customer_25,Bangalore,Wholesale,2019.0
ORD05100,CUST0053,PROD003,2024-02-26,3,5,1707.15,USB Hub,Electronics,599,Customer_53,Bangalore,Wholesale,2019.0
ORD05101,CUST0040,PROD013,2024-07-10,2,0,1798.0,Non-Stick Pan,Home & Kitchen,899,Customer_40,Bangalore,Wholesale,2018.0
ORD05102,CUST0077,PROD002,2024-03-25,3,0,8997.0,Smart Watch,Electronics,2999,Customer_77,Pune,Online,2018.0
ORD05103,CUST0095,PROD014,2024-09-24,5,10,1570.5,Water Bottle,Home & Kitchen,349,Customer_95,Delhi,Retail,2022.0
ORD05104,CUST0005,PROD005,2024-03-07,6,10,1884.6,Cotton T-Shirt,Clothing,349,Customer_5,Kolkata,Wholesale,2022.0
ORD05105,CUST0006,PROD014,2024-05-18,2,5,663.1,Water Bottle,Home & Kitchen,349,Customer_6,Kolkata,Wholesale,2019.0
ORD05106,CUST0083,PROD014,2024-12-09,2,5,663.1,Water Bottle,Home & Kitchen,349,Customer_83,Delhi,Retail,2018.0
ORD05107,CUST0078,PROD006,2024-01-25,1,10,899.1,Denim Jeans,Clothing,999,Customer_78,Pune,Retail,2020.0
ORD05108,CUST0090,PROD012,2024-04-08,4,5,1706.2,Mixed Nuts,Food & Beverage,449,Customer_90,Chennai,Wholesale,2021.0
ORD05109,CUST0018,PROD008,2024-05-11,4,5,2656.2,Formal Shirt,Clothing,699,Customer_18,Hyderabad,Online,2018.0
ORD05110,CUST0036,PROD009,2024-02-11,3,10,537.3,Green Tea Pack,Food & Beverage,199,Customer_36,Chennai,Wholesale,2022.0
ORD05111,CUST0053,PROD008,2024-04-30,1,15,594.15,Formal Shirt,Clothing,699,Customer_53,Bangalore,Wholesale,2019.0
ORD05112,CUST0029,PROD009,2024-02-17,1,10,179.1,Green Tea Pack,Food & Beverage,199,Customer_29,Chennai,Retail,2020.0
ORD05113,CUST0036,PROD004,2024-09-03,2,15,3228.3,Webcam,Electronics,1899,Customer_36,Chennai,Wholesale,2022.0
ORD05114,CUST0016,PROD007,2024-12-20,6,0,4794.0,Hoodie,Clothing,799,Customer_16,Bangalore,Retail,2023.0
ORD05115,CUST0086,PROD012,2024-12-26,1,0,449.0,Mixed Nuts,Food & Beverage,449,Customer_86,Kolkata,Retail,2023.0
ORD05116,CUST0002,PROD010,2024-02-06,3,5,1707.15,Protein Bar Box,Food & Beverage,599,Customer_2,Delhi,Wholesale,2018.0
ORD05117,CUST0075,PROD013,2024-02-05,5,10,4045.5,Non-Stick Pan,Home & Kitchen,899,Customer_75,Kolkata,Retail,2020.0
ORD05118,CUST0100,PROD003,2024-10-13,2,0,1198.0,USB Hub,Electronics,599,Customer_100,Hyderabad,Wholesale,2022.0
ORD05119,CUST0023,PROD002,2024-11-22,4,5,11396.2,Smart Watch,Electronics,2999,Customer_23,Pune,Online,2020.0
ORD05120,CUST0016,PROD004,2024-02-17,4,10,6836.4,Webcam,Electronics,1899,Customer_16,Bangalore,Retail,2023.0
ORD05121,CUST0006,PROD013,2024-11-30,2,10,1618.2,Non-Stick Pan,Home & Kitchen,899,Customer_6,Kolkata,Wholesale,2019.0
ORD05122,CUST0003,PROD006,2024-08-26,4,10,3596.4,Denim Jeans,Clothing,999,Customer_3,Pune,Online,2022.0
ORD05123,CUST0044,PROD015,2024-05-27,1,0,549.0,Coffee Mug Set,Home & Kitchen,549,Customer_44,Delhi,Wholesale,2019.0
ORD05124,CUST0040,PROD002,2024-10-13,2,0,5998.0,Smart Watch,Electronics,2999,Customer_40,Bangalore,Wholesale,2018.0
ORD05125,CUST9999,PROD007,2024-12-14,6,0,4794.0,Hoodie,Clothing,799,,,,
ORD05126,CUST0031,PROD003,2024-12-12,1,10,539.1,USB Hub,Electronics,599,Customer_31,Pune,Retail,2021.0
ORD05127,CUST0003,PROD006,2024-11-06,4,0,3996.0,Denim Jeans,Clothing,999,Customer_3,Pune,Online,2022.0
ORD05128,CUST0099,PROD007,2024-03-19,1,10,719.1,Hoodie,Clothing,799,Customer_99,Chennai,Retail,2018.0
ORD05129,CUST0056,PROD005,2024-01-20,4,5,1326.2,Cotton T-Shirt,Clothing,349,Customer_56,Bangalore,Online,2018.0
ORD05130,CUST0005,PROD013,2024-12-26,2,10,1618.2,Non-Stick Pan,Home & Kitchen,899,Customer_5,Kolkata,Wholesale,2022.0
ORD05131,CUST0028,PROD006,2024-06-09,3,15,2547.45,Denim Jeans,Clothing,999,Customer_28,Hyderabad,Wholesale,2018.0
ORD05132,CUST0012,PROD009,2024-06-07,3,5,567.15,Green Tea Pack,Food & Beverage,199,Customer_12,Delhi,Wholesale,2023.0
ORD05133,CUST0058,PROD002,2024-05-21,6,0,17994.0,Smart Watch,Electronics,2999,Customer_58,Delhi,Online,2019.0
ORD05134,CUST0096,PROD007,2024-06-19,1,0,799.0,Hoodie,Clothing,799,Customer_96,Pune,Wholesale,2019.0
ORD05135,CUST0099,PROD013,2024-04-18,4,0,3596.0,Non-Stick Pan,Home & Kitchen,899,Customer_99,Chennai,Retail,2018.0
ORD05136,CUST0074,PROD004,2024-06-27,2,0,3798.0,Webcam,Electronics,1899,Customer_74,Bangalore,Wholesale,2023.0
ORD05137,CUST0069,PROD007,2024-09-25,1,0,799.0,Hoodie,Clothing,799,Customer_69,Chennai,Online,2021.0
ORD05138,CUST0039,PROD009,2024-03-23,6,15,1014.9,Green Tea Pack,Food & Beverage,199,Customer_39,Bangalore,Wholesale,2020.0
ORD05139,CUST0013,PROD014,2024-02-16,5,10,1570.5,Water Bottle,Home & Kitchen,349,Customer_13,Pune,Wholesale,2021.0
ORD05140,CUST0014,PROD014,2024-11-16,2,10,628.2,Water Bottle,Home & Kitchen,349,Customer_14,Hyderabad,Retail,2020.0
ORD05141,CUST0095,PROD012,2024-08-25,6,5,2559.3,Mixed Nuts,Food & Beverage,449,Customer_95,Delhi,Retail,2022.0
ORD05142,CUST0047,PROD015,2024-11-09,4,15,1866.6,Coffee Mug Set,Home & Kitchen,549,Customer_47,Mumbai,Wholesale,2022.0
ORD05143,CUST0099,PROD004,2024-07-25,6,15,9684.9,Webcam,Electronics,1899,Customer_99,Chennai,Retail,2018.0
ORD05144,CUST0036,PROD006,2024-12-09,4,10,3596.4,Denim Jeans,Clothing,999,Customer_36,Chennai,Wholesale,2022.0
ORD05145,CUST0035,PROD016,2024-09-24,1,0,249.0,Chopping Board,Home & Kitchen,249,Customer_35,Pune,Wholesale,2018.0
ORD05146,CUST0070,PROD012,2024-09-23,1,5,426.55,Mixed Nuts,Food & Beverage,449,Customer_70,Delhi,Online,2022.0
ORD05147,CUST0084,PROD016,2024-10-20,6,15,1269.9,Chopping Board,Home & Kitchen,249,Customer_84,Mumbai,Online,2018.0
ORD05148,CUST0079,PROD004,2024-11-29,3,15,4842.45,Webcam,Electronics,1899,Customer_79,Hyderabad,Online,2019.0
ORD05149,CUST0058,PROD001,2024-03-27,3,0,3897.0,Wireless Earbuds,Electronics,1299,Customer_58,Delhi,Online,2019.0
ORD05150,CUST0063,PROD014,2024-03-15,3,10,942.3,Water Bottle,Home & Kitchen,349,Customer_63,Bangalore,Online,2020.0
ORD05151,CUST0022,PROD006,2024-06-04,3,15,2547.45,Denim Jeans,Clothing,999,Customer_22,Pune,Wholesale,2020.0
ORD05152,CUST0088,PROD014,2024-12-27,4,5,1326.2,Water Bottle,Home & Kitchen,349,Customer_88,Mumbai,Retail,2020.0
ORD05153,CUST0039,PROD003,2024-09-10,1,10,539.1,USB Hub,Electronics,599,Customer_39,Bangalore,Wholesale,2020.0
ORD05154,CUST0021,PROD001,2024-10-22,6,5,7404.3,Wireless Earbuds,Electronics,1299,Customer_21,Bangalore,Online,2022.0
ORD05155,CUST0032,PROD001,2024-07-10,6,15,6624.9,Wireless Earbuds,Electronics,1299,Customer_32,Hyderabad,Online,2021.0
ORD05156,CUST0077,PROD012,2024-05-11,2,5,853.1,Mixed Nuts,Food & Beverage,449,Customer_77,Pune,Online,2018.0
ORD05157,CUST0001,PROD001,2024-10-09,2,0,2598.0,Wireless Earbuds,Electronics,1299,Customer_1,Hyderabad,Wholesale,2018.0
ORD05158,CUST0044,PROD001,2024-10-06,3,10,3507.3,Wireless Earbuds,Electronics,1299,Customer_44,Delhi,Wholesale,2019.0
ORD05159,CUST0074,PROD015,2024-04-15,5,0,2745.0,Coffee Mug Set,Home & Kitchen,549,Customer_74,Bangalore,Wholesale,2023.0
ORD05160,CUST0086,PROD016,2024-06-22,5,15,1058.25,Chopping Board,Home & Kitchen,249,Customer_86,Kolkata,Retail,2023.0
ORD05161,CUST0070,PROD014,2024-05-16,2,5,663.1,Water Bottle,Home & Kitchen,349,Customer_70,Delhi,Online,2022.0
ORD05162,CUST0093,PROD007,2024-04-09,5,5,3795.25,Hoodie,Clothing,799,Customer_93,Delhi,Wholesale,2023.0
ORD05163,CUST0080,PROD015,2024-11-01,5,0,2745.0,Coffee Mug Set,Home & Kitchen,549,Customer_80,Kolkata,Retail,2021.0
ORD05164,CUST0043,PROD001,2024-07-21,2,5,2468.1,Wireless Earbuds,Electronics,1299,Customer_43,Pune,Wholesale,2022.0
ORD05165,CUST0044,PROD003,2024-03-16,3,0,1797.0,USB Hub,Electronics,599,Customer_44,Delhi,Wholesale,2019.0
ORD05166,CUST0030,PROD003,2024-03-13,2,15,1018.3,USB Hub,Electronics,599,Customer_30,Mumbai,Online,2021.0
ORD05167,CUST0062,PROD012,2024-06-20,6,10,2424.6,Mixed Nuts,Food & Beverage,449,Customer_62,Mumbai,Wholesale,2023.0
ORD05168,CUST0039,PROD011,2024-07-02,6,10,1884.6,Instant Coffee,Food & Beverage,349,Customer_39,Bangalore,Wholesale,2020.0
ORD05169,CUST0074,PROD008,2024-01-03,2,15,1188.3,Formal Shirt,Clothing,699,Customer_74,Bangalore,Wholesale,2023.0
ORD05170,CUST0009,PROD016,2024-01-28,6,5,1419.3,Chopping Board,Home & Kitchen,249,Customer_9,Pune,Retail,2020.0
ORD05171,CUST0065,PROD015,2024-09-21,5,5,2607.75,Coffee Mug Set,Home & Kitchen,549,Customer_65,Pune,Online,2020.0
ORD05172,CUST9999,PROD010,2024-10-22,4,15,2036.6,Protein Bar Box,Food & Beverage,599,,,,
ORD05173,CUST0004,PROD012,2024-09-18,4,0,1796.0,Mixed Nuts,Food & Beverage,449,Customer_4,Delhi,Online,2019.0
ORD05174,CUST9999,PROD004,2024-05-15,2,0,3798.0,Webcam,Electronics,1899,,,,
ORD05175,CUST0001,PROD005,2024-08-20,5,15,1483.25,Cotton T-Shirt,Clothing,349,Customer_1,Hyderabad,Wholesale,2018.0
ORD05176,CUST0075,PROD008,2024-10-27,5,15,2970.75,Formal Shirt,Clothing,699,Customer_75,Kolkata,Retail,2020.0
ORD05177,CUST0072,PROD012,2024-05-01,3,5,1279.65,Mixed Nuts,Food & Beverage,449,Customer_72,Mumbai,Retail,2022.0
ORD05178,CUST0099,PROD012,2024-09-29,6,0,2694.0,Mixed Nuts,Food & Beverage,449,Customer_99,Chennai,Retail,2018.0
ORD05179,CUST0019,PROD010,2024-12-15,3,5,1707.15,Protein Bar Box,Food & Beverage,599,Customer_19,Chennai,Online,2021.0
ORD05180,CUST0029,PROD003,2024-09-13,4,5,2276.2,USB Hub,Electronics,599,Customer_29,Chennai,Retail,2020.0
ORD05181,CUST0038,PROD011,2024-11-04,5,10,1570.5,Instant Coffee,Food & Beverage,349,Customer_38,Kolkata,Online,2019.0
ORD05182,CUST0016,PROD010,2024-10-24,2,15,1018.3,Protein Bar Box,Food & Beverage,599,Customer_16,Bangalore,Retail,2023.0
ORD05183,CUST0020,PROD011,2024-10-07,3,0,1047.0,Instant Coffee,Food & Beverage,349,Customer_20,Chennai,Wholesale,2020.0
ORD05184,CUST0029,PROD011,2024-06-25,6,5,1989.3,Instant Coffee,Food & Beverage,349,Customer_29,Chennai,Retail,2020.0
ORD05185,CUST0067,PROD013,2024-02-27,4,10,3236.4,Non-Stick Pan,Home & Kitchen,899,Customer_67,Hyderabad,Online,2018.0
ORD05186,CUST0079,PROD008,2024-01-18,3,0,2097.0,Formal Shirt,Clothing,699,Customer_79,Hyderabad,Online,2019.0
ORD05187,CUST0034,PROD006,2024-11-17,5,15,4245.75,Denim Jeans,Clothing,999,Customer_34,Pune,Wholesale,2019.0
ORD05188,CUST9999,PROD006,2024-01-07,5,5,4745.25,Denim Jeans,Clothing,999,,,,
ORD05189,CUST0026,PROD003,2024-10-04,4,0,2396.0,USB Hub,Electronics,599,Customer_26,Chennai,Online,2023.0
ORD05190,CUST0048,PROD003,2024-03-29,1,0,599.0,USB Hub,Electronics,599,Customer_48,Bangalore,Wholesale,2021.0
ORD05191,CUST0046,PROD004,2024-02-05,2,10,3418.2,Webcam,Electronics,1899,Customer_46,Kolkata,Wholesale,2021.0
ORD05192,CUST0035,PROD006,2024-10-18,1,15,849.15,Denim Jeans,Clothing,999,Customer_35,Pune,Wholesale,2018.0
ORD05193,CUST0088,PROD015,2024-03-02,2,15,933.3,Coffee Mug Set,Home & Kitchen,549,Customer_88,Mumbai,Retail,2020.0
ORD05194,CUST0087,PROD004,2024-06-20,3,15,4842.45,Webcam,Electronics,1899,Customer_87,Bangalore,Online,2021.0
ORD05195,CUST0012,PROD004,2024-01-30,4,0,7596.0,Webcam,Electronics,1899,Customer_12,Delhi,Wholesale,2023.0
ORD05196,CUST0076,PROD010,2024-05-20,5,5,2845.25,Protein Bar Box,Food & Beverage,599,Customer_76,Pune,Wholesale,2019.0
ORD05197,CUST9999,PROD005,2024-09-22,2,10,628.2,Cotton T-Shirt,Clothing,349,,,,
