order_id,customer_id,product_id,date,quantity,discount_%,revenue
"ORD05059,",CUST0065,PROD004,2024-07-13,5,5,9020.25
"ORD05060,",CUST0022,PROD004,2024-10-07,1,5,1804.05
"ORD05061,",CUST0034,PROD001,2024-03-30,6,15,6624.9
"ORD05062,",CUST0073,PROD016,2024-07-22,4,10,896.4
"ORD05063,",CUST0036,PROD016,2024-04-10,6,0,1494.0
"ORD05064,",CUST0052,PROD014,2024-12-25,4,0,1396.0
"ORD05065,",CUST0048,PROD002,2024-09-30,6,0,17994.0
"ORD05066,",CUST0044,PROD011,2024-11-12,4,5,1326.2
"ORD05067,",CUST0039,PROD004,2024-07-04,3,5,5412.15
"ORD05068,",CUST0048,PROD007,2024-10-30,2,5,1518.1
"ORD05069,",CUST0008,PROD013,2024-04-24,5,0,4495.0
"ORD05070,",CUST0068,PROD003,2024-03-25,2,15,1018.3
"ORD05071,",CUST0083,PROD009,2024-10-25,6,5,1134.3
"ORD05072,",CUST0029,PROD006,2024-10-29,1,10,899.1
"ORD05073,",CUST0045,PROD013,2024-11-13,5,0,4495.0
"ORD05074,",CUST0055,PROD012,2024-08-16,1,0,449.0
"ORD05075,",CUST0074,PROD005,2024-07-03,3,0,1047.0
"ORD05076,",CUST0027,PROD006,2024-06-12,4,15,3396.6
"ORD05077,",CUST0002,PROD001,2024-12-24,4,5,4936.2
"ORD05078,",CUST9999,PROD005,2024-06-30,3,15,889.95
"ORD05079,",CUST0092,PROD005,2024-12-18,4,10,1256.4
"ORD05080,",CUST0021,PROD002,2024-05-11,4,0,11996.0
"ORD05081,",CUST0091,PROD005,2024-09-02,3,0,1047.0
"ORD05082,",CUST0011,PROD001,2024-03-01,2,15,2208.3
"ORD05083,",CUST0096,PROD006,2024-09-02,1,0,999.0
"ORD05084,",CUST0096,PROD004,2024-03-29,6,5,10824.3
"ORD05085,",CUST0096,PROD011,2024-03-20,1,10,314.1
"ORD05086,",CUST0059,PROD002,2024-11-12,1,0,2999.0
"ORD05087,",CUST0087,PROD005,2024-12-19,6,15,1779.9
"ORD05088,",CUST0051,PROD006,2024-05-30,5,0,4995.0
"ORD05089,",CUST0099,PROD015,2024-08-14,2,10,988.2
"ORD05090,",CUST0073,PROD014,2024-10-14,6,5,1989.3
"ORD05091,",CUST0064,PROD013,2024-08-24,6,0,5394.0
"ORD05092,",CUST0017,PROD007,2024-05-24,4,5,3036.2
"ORD05093,",CUST0067,PROD013,2024-03-25,2,15,1528.3
"ORD05094,",CUST0047,PROD011,2024-07-03,1,10,314.1
"ORD05095,",CUST0077,PROD001,2024-12-11,1,0,1299.0
"ORD05096,",CUST0044,PROD004,2024-07-29,3,0,5697.0
"ORD05097,",CUST0049,PROD016,2024-04-10,3,5,709.65
"ORD05098,",CUST0007,PROD012,2024-02-05,1,5,426.55
"ORD05099,",CUST0025,PROD013,2024-02-23,3,10,2427.3
"ORD05100,",CUST0053,PROD003,2024-02-26,3,5,1707.15
"ORD05101,",CUST0040,PROD013,2024-07-10,2,0,1798.0
"ORD05102,",CUST0077,PROD002,2024-03-25,3,0,8997.0
"ORD05103,",CUST0095,PROD014,2024-09-24,5,10,1570.5
"ORD05104,",CUST0005,PROD005,2024-03-07,6,10,1884.6
"ORD05105,",CUST0006,PROD014,2024-05-18,2,5,663.1
"ORD05106,",CUST0083,PROD014,2024-12-09,2,5,663.1
"ORD05107,",CUST0078,PROD006,2024-01-25,1,10,899.1
"ORD05108,",CUST0090,PROD012,2024-04-08,4,5,1706.2
"ORD05109,",CUST0018,PROD008,2024-05-11,4,5,2656.2
"ORD05110,",CUST0036,PROD009,2024-02-11,3,10,537.3
"ORD05111,",CUST0053,PROD008,2024-04-30,1,15,594.15
"ORD05112,",CUST0029,PROD009,2024-02-17,1,10,179.1
"ORD05113,",CUST0036,PROD004,2024-09-03,2,15,3228.3
"ORD05114,",CUST0016,PROD007,2024-12-20,6,0,4794.0
"ORD05115,",CUST0086,PROD012,2024-12-26,1,0,449.0
"ORD05116,",CUST0002,PROD010,2024-02-06,3,5,1707.15
"ORD05117,",CUST0075,PROD013,2024-02-05,5,10,4045.5
"ORD05118,",CUST0100,PROD003,2024-10-13,2,0,1198.0
"ORD05119,",CUST0023,PROD002,2024-11-22,4,5,11396.2
"ORD05120,",CUST0016,PROD004,2024-02-17,4,10,6836.4
"ORD05121,",CUST0006,PROD013,2024-11-30,2,10,1618.2
"ORD05122,",CUST0003,PROD006,2024-08-26,4,10,3596.4
"ORD05123,",CUST0044,PROD015,2024-05-27,1,0,549.0
"ORD05124,",CUST0040,PROD002,2024-10-13,2,0,5998.0
"ORD05125,",CUST9999,PROD007,2024-12-14,6,0,4794.0
"ORD05126,",CUST0031,PROD003,2024-12-12,1,10,539.1
"ORD05127,",CUST0003,PROD006,2024-11-06,4,0,3996.0
"ORD05128,",CUST0099,PROD007,2024-03-19,1,10,719.1
"ORD05129,",CUST0056,PROD005,2024-01-20,4,5,1326.2
"ORD05130,",CUST0005,PROD013,2024-12-26,2,10,1618.2
"ORD05131,",CUST0028,PROD006,2024-06-09,3,15,2547.45
"ORD05132,",CUST0012,PROD009,2024-06-07,3,5,567.15
"ORD05133,",CUST0058,PROD002,2024-05-21,6,0,17994.0
"ORD05134,",CUST0096,PROD007,2024-06-19,1,0,799.0
"ORD05135,",CUST0099,PROD013,2024-04-18,4,0,3596.0
"ORD05136,",CUST0074,PROD004,2024-06-27,2,0,3798.0
"ORD05137,",CUST0069,PROD007,2024-09-25,1,0,799.0
"ORD05138,",CUST0039,PROD009,2024-03-23,6,15,1014.9
"ORD05139,",CUST0013,PROD014,2024-02-16,5,10,1570.5
"ORD05140,",CUST0014,PROD014,2024-11-16,2,10,628.2
"ORD05141,",CUST0095,PROD012,2024-08-25,6,5,2559.3
"ORD05142,",CUST0047,PROD015,2024-11-09,4,15,1866.6
"ORD05143,",CUST0099,PROD004,2024-07-25,6,15,9684.9
"ORD05144,",CUST0036,PROD006,2024-12-09,4,10,3596.4
"ORD05145,",CUST0035,PROD016,2024-09-24,1,0,249.0
"ORD05146,",CUST0070,PROD012,2024-09-23,1,5,426.55
"ORD05147,",CUST0084,PROD016,2024-10-20,6,15,1269.9
"ORD05148,",CUST0079,PROD004,2024-11-29,3,15,4842.45
"ORD05149,",CUST0058,PROD001,2024-03-27,3,0,3897.0
"ORD05150,",CUST0063,PROD014,2024-03-15,3,10,942.3
"ORD05151,",CUST0022,PROD006,2024-06-04,3,15,2547.45
"ORD05152,",CUST0088,PROD014,2024-12-27,4,5,1326.2
"ORD05153,",CUST0039,PROD003,2024-09-10,1,10,539.1
"ORD05154,",CUST0021,PROD001,2024-10-22,6,5,7404.3
"ORD05155,",CUST0032,PROD001,2024-07-10,6,15,6624.9
"ORD05156,",CUST0077,PROD012,2024-05-11,2,5,853.1
"ORD05157,",CUST0001,PROD001,2024-10-09,2,0,2598.0
"ORD05158,",CUST0044,PROD001,2024-10-06,3,10,3507.3
"ORD05159,",CUST0074,PROD015,2024-04-15,5,0,2745.0
"ORD05160,",CUST0086,PROD016,2024-06-22,5,15,1058.25
"ORD05161,",CUST0070,PROD014,2024-05-16,2,5,663.1
"ORD05162,",CUST0093,PROD007,2024-04-09,5,5,3795.25
"ORD05163,",CUST0080,PROD015,2024-11-01,5,0,2745.0
"ORD05164,",CUST0043,PROD001,2024-07-21,2,5,2468.1
"ORD05165,",CUST0044,PROD003,2024-03-16,3,0,1797.0
"ORD05166,",CUST0030,PROD003,2024-03-13,2,15,1018.3
"ORD05167,",CUST0062,PROD012,2024-06-20,6,10,2424.6
"ORD05168,",CUST0039,PROD011,2024-07-02,6,10,1884.6
"ORD05169,",CUST0074,PROD008,2024-01-03,2,15,1188.3
"ORD05170,",CUST0009,PROD016,2024-01-28,6,5,1419.3
"ORD05171,",CUST0065,PROD015,2024-09-21,5,5,2607.75
"ORD05172,",CUST9999,PROD010,2024-10-22,4,15,2036.6
"ORD05173,",CUST0004,PROD012,2024-09-18,4,0,1796.0
"ORD05174,",CUST9999,PROD004,2024-05-15,2,0,3798.0
"ORD05175,",CUST0001,PROD005,2024-08-20,5,15,1483.25
"ORD05176,",CUST0075,PROD008,2024-10-27,5,15,2970.75
"ORD05177,",CUST0072,PROD012,2024-05-01,3,5,1279.65
"ORD05178,",CUST0099,PROD012,2024-09-29,6,0,2694.0
"ORD05179,",CUST0019,PROD010,2024-12-15,3,5,1707.15
"ORD05180,",CUST0029,PROD003,2024-09-13,4,5,2276.2
"ORD05181,",CUST0038,PROD011,2024-11-04,5,10,1570.5
"ORD05182,",CUST0016,PROD010,2024-10-24,2,15,1018.3
"ORD05183,",CUST0020,PROD011,2024-10-07,3,0,1047.0
"ORD05184,",CUST0029,PROD011,2024-06-25,6,5,1989.3
"ORD05185,",CUST0067,PROD013,2024-02-27,4,10,3236.4
"ORD05186,",CUST0079,PROD008,2024-01-18,3,0,2097.0
"ORD05187,",CUST0034,PROD006,2024-11-17,5,15,4245.75
"ORD05188,",CUST9999,PROD006,2024-01-07,5,5,4745.25
"ORD05189,",CUST0026,PROD003,2024-10-04,4,0,2396.0
"ORD05190,",CUST0048,PROD003,2024-03-29,1,0,599.0
"ORD05191,",CUST0046,PROD004,2024-02-05,2,10,3418.2
"ORD05192,",CUST0035,PROD006,2024-10-18,1,15,849.15
"ORD05193,",CUST0088,PROD015,2024-03-02,2,15,933.3
"ORD05194,",CUST0087,PROD004,2024-06-20,3,15,4842.45
"ORD05195,",CUST0012,PROD004,2024-01-30,4,0,7596.0
"ORD05196,",CUST0076,PROD010,2024-05-20,5,5,2845.25
"ORD05197,",CUST9999,PROD005,2024-09-22,2,10,628.2
"ORD05198,",CUST0094,PROD004,2024-01-08,6,0,11394.0
"ORD05199,",CUST0028,PROD007,2024-12-19,2,15,1358.3
"ORD05200,",CUST0030,PROD012,2024-08-07,2,10,808.2
"ORD05201,",CUST0067,PROD010,2024-01-23,3,15,1527.45
"ORD05202,",CUST0038,PROD005,2024-03-03,6,10,1884.6
"ORD05203,",CUST0034,PROD016,2024-01-15,5,0,1245.0
"ORD05204,",CUST0099,PROD008,2024-12-21,1,15,594.15
"ORD05205,",CUST0083,PROD008,2024-05-05,3,0,2097.0
"ORD05206,",CUST0004,PROD016,2024-02-18,3,10,672.3
"ORD05207,",CUST0062,PROD001,2024-12-24,6,15,6624.9
"ORD05208,",CUST0020,PROD014,2024-11-28,4,0,1396.0
"ORD05209,",CUST0096,PROD001,2024-01-26,3,0,3897.0
"ORD05210,",CUST0016,PROD015,2024-11-14,6,15,2799.9
"ORD05211,",CUST0048,PROD010,2024-03-23,4,10,2156.4
"ORD05212,",CUST0043,PROD011,2024-11-26,5,5,1657.75
"ORD05213,",CUST0078,PROD003,2024-04-29,2,0,1198.0
"ORD05214,",CUST0060,PROD001,2024-02-03,2,0,2598.0
"ORD05215,",CUST0043,PROD013,2024-02-11,1,0,899.0
"ORD05216,",CUST0058,PROD011,2024-03-05,5,10,1570.5
"ORD05217,",CUST0004,PROD005,2024-04-11,1,0,349.0
"ORD05218,",CUST0091,PROD009,2024-11-26,6,0,1194.0
"ORD05219,",CUST0095,PROD008,2024-10-27,1,0,699.0
"ORD05220,",CUST0034,PROD004,2024-04-17,3,0,5697.0
"ORD05221,",CUST0077,PROD008,2024-09-20,4,0,2796.0
"ORD05222,",CUST0024,PROD009,2024-08-10,3,10,537.3
"ORD05223,",CUST9999,PROD011,2024-12-08,6,15,1779.9
"ORD05224,",CUST0051,PROD003,2024-06-22,3,10,1617.3
"ORD05225,",CUST0050,PROD014,2024-04-13,4,10,1256.4
"ORD05226,",CUST0043,PROD001,2024-08-09,3,0,3897.0
"ORD05227,",CUST9999,PROD009,2024-11-21,4,0,796.0
"ORD05228,",CUST0045,PROD016,2024-11-19,1,15,211.65
"ORD05229,",CUST0044,PROD005,2024-08-25,5,10,1570.5
"ORD05230,",CUST0078,PROD002,2024-02-12,6,0,17994.0
"ORD05231,",CUST0081,PROD015,2024-01-28,3,0,1647.0
"ORD05232,",CUST0052,PROD001,2024-06-02,1,10,1169.1
"ORD05233,",CUST0085,PROD016,2024-08-26,4,0,996.0
"ORD05234,",CUST0098,PROD015,2024-08-06,3,15,1399.95
"ORD05235,",CUST0043,PROD001,2024-03-14,5,5,6170.25
"ORD05236,",CUST0041,PROD012,2024-11-18,6,10,2424.6
"ORD05237,",CUST0002,PROD011,2024-12-26,2,0,698.0
"ORD05238,",CUST0073,PROD002,2024-10-28,2,10,5398.2
"ORD05239,",CUST0053,PROD010,2024-11-22,4,5,2276.2
"ORD05240,",CUST0096,PROD013,2024-12-21,2,0,1798.0
"ORD05241,",CUST0084,PROD016,2024-06-24,3,10,672.3
"ORD05242,",CUST0044,PROD005,2024-04-11,4,10,1256.4
"ORD05243,",CUST0095,PROD012,2024-10-14,3,5,1279.65
"ORD05244,",CUST0032,PROD016,2024-04-28,2,10,448.2
"ORD05245,",CUST0015,PROD016,2024-10-24,5,10,1120.5
"ORD05246,",CUST0055,PROD010,2024-07-07,4,5,2276.2
"ORD05247,",CUST0034,PROD013,2024-02-03,4,0,3596.0
"ORD05248,",CUST0081,PROD010,2024-12-29,2,5,1138.1
"ORD05249,",CUST0017,PROD001,2024-06-17,4,10,4676.4
"ORD05250,",CUST0084,PROD001,2024-03-11,4,0,5196.0
"ORD05251,",CUST0015,PROD001,2024-10-25,3,10,3507.3
"ORD05252,",CUST0025,PROD002,2024-07-13,2,5,5698.1
"ORD05253,",CUST0062,PROD002,2024-03-27,6,15,15294.9
"ORD05254,",CUST0058,PROD012,2024-03-24,4,10,1616.4
"ORD05255,",CUST0022,PROD007,2024-12-21,5,0,3995.0
"ORD05256,",CUST0013,PROD015,2024-06-29,5,10,2470.5
"ORD05257,",CUST0064,PROD007,2024-10-14,4,0,3196.0
"ORD05258,",CUST0054,PROD011,2024-12-11,4,10,1256.4
"ORD05259,",CUST0061,PROD014,2024-09-12,4,10,1256.4
"ORD05260,",CUST0018,PROD010,2024-07-19,5,10,2695.5
"ORD05261,",CUST0026,PROD012,2024-04-21,3,0,1347.0
"ORD05262,",CUST0078,PROD004,2024-08-21,5,0,9495.0
"ORD05263,",CUST0041,PROD005,2024-06-21,6,0,2094.0
"ORD05264,",CUST0020,PROD001,2024-06-12,4,0,5196.0
"ORD05265,",CUST0001,PROD007,2024-01-18,6,15,4074.9
"ORD05266,",CUST0020,PROD011,2024-02-16,4,0,1396.0
"ORD05267,",CUST0079,PROD004,2024-05-27,3,10,5127.3
"ORD05268,",CUST0057,PROD003,2024-03-16,2,10,1078.2
"ORD05269,",CUST0029,PROD001,2024-11-21,3,10,3507.3
"ORD05270,",CUST0035,PROD011,2024-07-10,5,0,1745.0
"ORD05271,",CUST0082,PROD004,2024-02-03,4,10,6836.4
"ORD05272,",CUST0083,PROD016,2024-04-22,1,0,249.0
"ORD05273,",CUST0071,PROD005,2024-06-14,1,5,331.55
"ORD05274,",CUST0060,PROD013,2024-11-28,4,0,3596.0
"ORD05275,",CUST0068,PROD013,2024-01-30,3,0,2697.0
"ORD05276,",CUST0011,PROD011,2024-02-27,2,0,698.0
"ORD05277,",CUST0049,PROD016,2024-10-14,3,5,709.65
"ORD05278,",CUST0019,PROD002,2024-11-21,5,10,13495.5
"ORD05279,",CUST0082,PROD009,2024-08-15,4,5,756.2
"ORD05280,",CUST0080,PROD014,2024-03-26,5,0,1745.0
"ORD05281,",CUST0086,PROD013,2024-04-14,4,0,3596.0
"ORD05282,",CUST0007,PROD011,2024-11-08,6,15,1779.9
"ORD05283,",CUST0032,PROD002,2024-03-19,2,0,5998.0
"ORD05284,",CUST9999,PROD009,2024-09-06,1,0,199.0
"ORD05285,",CUST0043,PROD014,2024-06-16,3,0,1047.0
"ORD05286,",CUST0098,PROD009,2024-06-29,4,15,676.6
"ORD05287,",CUST0002,PROD010,2024-02-11,1,0,599.0
"ORD05288,",CUST0097,PROD015,2024-02-17,1,15,466.65
"ORD05289,",CUST0088,PROD010,2024-10-02,1,0,599.0
"ORD05290,",CUST0034,PROD001,2024-01-23,3,15,3312.45
"ORD05291,",CUST9999,PROD003,2024-02-09,5,10,2695.5
"ORD05292,",CUST0087,PROD008,2024-02-07,1,5,664.05
"ORD05293,",CUST0092,PROD004,2024-06-16,2,15,3228.3
"ORD05294,",CUST0074,PROD007,2024-08-19,4,5,3036.2
"ORD05295,",CUST0012,PROD002,2024-01-14,6,5,17094.3
"ORD05296,",CUST0096,PROD007,2024-02-05,2,10,1438.2
"ORD05297,",CUST0047,PROD002,2024-06-14,6,15,15294.9
"ORD05298,",CUST0016,PROD016,2024-05-08,1,15,211.65
"ORD05299,",CUST0082,PROD015,2024-11-19,1,0,549.0
"ORD05300,",CUST0088,PROD006,2024-05-15,5,0,4995.0
"ORD05301,",CUST0001,PROD015,2024-03-15,6,0,3294.0
"ORD05302,",CUST0030,PROD007,2024-02-22,2,10,1438.2
"ORD05303,",CUST0024,PROD003,2024-05-01,1,10,539.1
"ORD05304,",CUST0069,PROD002,2024-02-11,6,0,17994.0
"ORD05305,",CUST0047,PROD005,2024-10-08,3,0,1047.0
"ORD05306,",CUST0079,PROD012,2024-09-22,6,15,2289.9
"ORD05307,",CUST0069,PROD016,2024-05-31,6,5,1419.3
"ORD05308,",CUST0020,PROD011,2024-06-19,1,10,314.1
"ORD05309,",CUST0060,PROD013,2024-07-27,4,0,3596.0
"ORD05310,",CUST0003,PROD005,2024-05-15,6,0,2094.0
"ORD05311,",CUST0045,PROD008,2024-08-11,5,0,3495.0
"ORD05312,",CUST0062,PROD007,2024-11-25,1,10,719.1
"ORD05313,",CUST0068,PROD005,2024-03-04,6,0,2094.0
"ORD05314,",CUST0047,PROD015,2024-03-14,5,0,2745.0
"ORD05315,",CUST0023,PROD005,2024-11-08,6,0,2094.0
"ORD05316,",CUST0001,PROD005,2024-07-16,3,15,889.95
"ORD05317,",CUST0044,PROD005,2024-06-15,3,15,889.95
"ORD05318,",CUST0001,PROD007,2024-06-24,3,0,2397.0
"ORD05319,",CUST0008,PROD011,2024-10-25,3,0,1047.0
"ORD05320,",CUST0059,PROD005,2024-01-08,6,0,2094.0
"ORD05321,",CUST9999,PROD012,2024-06-11,6,0,2694.0
"ORD05322,",CUST0019,PROD010,2024-03-14,3,0,1797.0
"ORD05323,",CUST0081,PROD012,2024-08-11,3,5,1279.65
"ORD05324,",CUST9999,PROD007,2024-08-22,1,10,719.1
"ORD05325,",CUST0069,PROD007,2024-11-15,5,0,3995.0
"ORD05326,",CUST0049,PROD011,2024-01-18,5,0,1745.0
"ORD05327,",CUST0028,PROD013,2024-02-05,4,10,3236.4
"ORD05328,",CUST9999,PROD012,2024-02-05,6,5,2559.3
"ORD05329,",CUST0035,PROD011,2024-11-14,2,5,663.1
"ORD05330,",CUST0026,PROD002,2024-09-11,3,5,8547.15
"ORD05331,",CUST0076,PROD001,2024-10-15,3,15,3312.45
"ORD05332,",CUST0050,PROD003,2024-04-20,5,10,2695.5
"ORD05333,",CUST0096,PROD003,2024-07-16,2,0,1198.0
"ORD05334,",CUST0099,PROD010,2024-12-02,2,10,1078.2
"ORD05335,",CUST0037,PROD014,2024-07-09,1,5,331.55
"ORD05336,",CUST0066,PROD011,2024-08-17,2,10,628.2
"ORD05337,",CUST0047,PROD006,2024-07-15,4,5,3796.2
"ORD05338,",CUST0057,PROD011,2024-10-30,6,10,1884.6
"ORD05339,",CUST9999,PROD005,2024-07-08,6,5,1989.3
"ORD05340,",CUST0084,PROD006,2024-09-17,3,0,2997.0
"ORD05341,",CUST0037,PROD013,2024-03-19,4,10,3236.4
"ORD05342,",CUST9999,PROD009,2024-04-16,4,10,716.4
"ORD05343,",CUST0015,PROD011,2024-04-15,5,15,1483.25
"ORD05344,",CUST0035,PROD015,2024-08-13,1,0,549.0
"ORD05345,",CUST0065,PROD003,2024-10-10,4,0,2396.0
"ORD05346,",CUST0027,PROD007,2024-11-30,3,15,2037.45
"ORD05347,",CUST0076,PROD014,2024-08-27,6,0,2094.0
"ORD05348,",CUST0031,PROD013,2024-12-04,3,0,2697.0
"ORD05349,",CUST0050,PROD003,2024-01-12,4,5,2276.2
"ORD05350,",CUST0050,PROD008,2024-02-14,5,0,3495.0
"ORD05351,",CUST0060,PROD015,2024-04-05,4,0,2196.0
"ORD05352,",CUST0002,PROD009,2024-10-18,3,0,597.0
"ORD05353,",CUST0094,PROD016,2024-08-20,2,0,498.0
"ORD05354,",CUST0009,PROD002,2024-04-09,2,5,5698.1
"ORD05355,",CUST0066,PROD004,2024-04-18,2,0,3798.0
"ORD05356,",CUST0043,PROD016,2024-11-02,5,0,1245.0
"ORD05357,",CUST0045,PROD016,2024-04-29,4,5,946.2
"ORD05358,",CUST0048,PROD009,2024-11-29,6,0,1194.0
"ORD05359,",CUST0041,PROD005,2024-12-07,2,0,698.0
"ORD05360,",CUST0086,PROD006,2024-02-09,2,0,1998.0
"ORD05361,",CUST0041,PROD014,2024-04-25,1,0,349.0
"ORD05362,",CUST0033,PROD009,2024-12-20,5,10,895.5
"ORD05363,",CUST0015,PROD016,2024-11-07,3,0,747.0
"ORD05364,",CUST0059,PROD004,2024-09-21,5,5,9020.25
"ORD05365,",CUST0096,PROD003,2024-12-27,4,0,2396.0
"ORD05366,",CUST0004,PROD008,2024-10-19,3,5,1992.15
"ORD05367,",CUST0072,PROD014,2024-01-26,4,0,1396.0
"ORD05368,",CUST0082,PROD008,2024-07-08,1,0,699.0
"ORD05369,",CUST0021,PROD013,2024-12-03,5,0,4495.0
"ORD05370,",CUST0010,PROD004,2024-10-28,5,15,8070.75
"ORD05371,",CUST9999,PROD014,2024-05-17,3,5,994.65
"ORD05372,",CUST9999,PROD004,2024-02-20,5,5,9020.25
"ORD05373,",CUST0079,PROD011,2024-11-02,4,0,1396.0
"ORD05374,",CUST0039,PROD009,2024-08-26,5,15,845.75
"ORD05375,",CUST0056,PROD002,2024-10-03,1,0,2999.0
"ORD05376,",CUST0046,PROD002,2024-07-25,3,0,8997.0
"ORD05377,",CUST0009,PROD007,2024-06-25,5,0,3995.0
"ORD05378,",CUST0036,PROD012,2024-08-01,4,10,1616.4
"ORD05379,",CUST0013,PROD015,2024-01-08,4,0,2196.0
"ORD05380,",CUST0041,PROD004,2024-05-25,1,10,1709.1
"ORD05381,",CUST0068,PROD006,2024-03-01,3,5,2847.15
"ORD05382,",CUST0080,PROD010,2024-07-28,6,0,3594.0
"ORD05383,",CUST0068,PROD016,2024-02-28,6,0,1494.0
"ORD05384,",CUST0063,PROD011,2024-06-30,6,15,1779.9
"ORD05385,",CUST0037,PROD007,2024-07-29,5,5,3795.25
"ORD05386,",CUST0044,PROD008,2024-12-20,4,5,2656.2
"ORD05387,",CUST0030,PROD002,2024-06-29,5,10,13495.5
"ORD05388,",CUST0055,PROD009,2024-06-15,1,5,189.05
"ORD05389,",CUST0018,PROD011,2024-06-24,4,5,1326.2
"ORD05390,",CUST0045,PROD003,2024-09-19,1,0,599.0
"ORD05391,",CUST0059,PROD012,2024-09-06,5,0,2245.0
"ORD05392,",CUST0041,PROD001,2024-08-05,5,0,6495.0
"ORD05393,",CUST0097,PROD007,2024-09-21,2,5,1518.1
"ORD05394,",CUST0037,PROD009,2024-04-17,1,5,189.05
"ORD05395,",CUST0028,PROD016,2024-09-09,2,15,423.3
"ORD05396,",CUST0041,PROD012,2024-12-27,1,5,426.55
"ORD05397,",CUST0054,PROD010,2024-03-05,4,15,2036.6
"ORD05398,",CUST9999,PROD001,2024-02-16,4,5,4936.2
"ORD05399,",CUST0086,PROD002,2024-09-16,6,10,16194.6
