order_id,date,region,category,product,quantity,unit_price,discount_%,revenue,month,region_total,pct_of_region
ORD01079,2024-08-04,East,Food & Beverage,Energy Drink Pack,3,299,0,897.0,2024-08,403786.75,0.222
ORD01080,2024-09-24,North,Clothing,Cotton T-Shirt,4,349,10,1256.4,2024-09,308237.5,0.408
ORD01081,2024-12-05,East,Food & Beverage,Green Tea Pack,3,199,0,597.0,2024-12,403786.75,0.148
ORD01082,2024-04-18,West,Home & Kitchen,Chopping Board,4,249,15,846.6,2024-04,454804.35,0.186
ORD01083,2024-09-07,East,Clothing,Sports Shorts,7,449,0,3143.0,2024-09,403786.75,0.778
ORD01084,2024-01-19,West,Food & Beverage,Green Tea Pack,8,199,0,1592.0,2024-01,454804.35,0.35
ORD01085,2024-04-22,East,Home & Kitchen,Coffee Mug Set,3,549,15,1399.95,2024-04,403786.75,0.347
ORD01086,2024-01-02,South,Home & Kitchen,Water Bottle,7,349,0,2443.0,2024-01,362934.45,0.673
ORD01087,2024-10-10,East,Home & Kitchen,Water Bottle,8,349,0,2792.0,2024-10,403786.75,0.691
ORD01088,2024-03-08,West,Electronics,Wireless Earbuds,6,1299,20,6235.2,2024-03,454804.35,1.371
ORD01089,2024-10-15,West,Food & Beverage,Mixed Nuts,6,449,5,2559.3,2024-10,454804.35,0.563
ORD01090,2024-12-01,West,Electronics,USB Hub,2,599,0,1198.0,2024-12,454804.35,0.263
ORD01091,2024-06-19,East,Home & Kitchen,Non-Stick Pan,4,899,10,3236.4,2024-06,403786.75,0.802
ORD01092,2024-05-15,North,Food & Beverage,Protein Bar Box,3,599,0,1797.0,2024-05,308237.5,0.583
ORD01093,2024-09-11,North,Food & Beverage,Protein Bar Box,4,599,0,2396.0,2024-09,308237.5,0.777
ORD01094,2024-09-24,West,Clothing,Cotton T-Shirt,6,349,15,1779.9,2024-09,454804.35,0.391
ORD01095,2024-01-30,East,Electronics,Smart Watch,3,2999,0,8997.0,2024-01,403786.75,2.228
ORD01096,2024-11-04,East,Home & Kitchen,Non-Stick Pan,2,899,20,1438.4,2024-11,403786.75,0.356
ORD01097,2024-09-13,North,Clothing,Formal Shirt,8,699,5,5312.4,2024-09,308237.5,1.723
ORD01098,2024-06-26,East,Home & Kitchen,Non-Stick Pan,6,899,0,5394.0,2024-06,403786.75,1.336
ORD01099,2024-04-29,West,Home & Kitchen,Chopping Board,4,249,5,946.2,2024-04,454804.35,0.208
ORD01100,2024-09-07,North,Home & Kitchen,Water Bottle,2,349,0,698.0,2024-09,308237.5,0.226
ORD01101,2024-12-20,South,Clothing,Cotton T-Shirt,5,349,0,1745.0,2024-12,362934.45,0.481
ORD01102,2024-04-05,East,Food & Beverage,Protein Bar Box,1,599,5,569.05,2024-04,403786.75,0.141
ORD01103,2024-03-19,South,Clothing,Cotton T-Shirt,3,349,20,837.6,2024-03,362934.45,0.231
ORD01104,2024-07-26,South,Electronics,Smart Watch,2,2999,15,5098.3,2024-07,362934.45,1.405
ORD01105,2024-01-10,North,Electronics,Smart Watch,4,2999,10,10796.4,2024-01,308237.5,3.503
ORD01106,2024-04-14,North,Clothing,Denim Jeans,2,999,0,1998.0,2024-04,308237.5,0.648
ORD01107,2024-12-17,West,Electronics,Webcam,5,1899,0,9495.0,2024-12,454804.35,2.088
ORD01108,2024-07-25,East,Home & Kitchen,Non-Stick Pan,8,899,0,7192.0,2024-07,403786.75,1.781
ORD01109,2024-05-11,West,Clothing,Cotton T-Shirt,2,349,20,558.4,2024-05,454804.35,0.123
ORD01110,2024-06-23,West,Food & Beverage,Energy Drink Pack,3,299,0,897.0,2024-06,454804.35,0.197
ORD01111,2024-05-30,East,Home & Kitchen,Coffee Mug Set,7,549,20,3074.4,2024-05,403786.75,0.761
ORD01112,2024-06-15,North,Electronics,USB Hub,2,599,5,1138.1,2024-06,308237.5,0.369
ORD01113,2024-02-27,South,Clothing,Hoodie,5,799,5,3795.25,2024-02,362934.45,1.046
ORD01114,2024-08-05,East,Home & Kitchen,Water Bottle,1,349,0,349.0,2024-08,403786.75,0.086
ORD01115,2024-04-11,North,Home & Kitchen,Water Bottle,6,349,15,1779.9,2024-04,308237.5,0.577
ORD01116,2024-04-05,North,Home & Kitchen,Coffee Mug Set,6,549,5,3129.3,2024-04,308237.5,1.015
ORD01117,2024-01-17,North,Home & Kitchen,Storage Box Set,4,699,0,2796.0,2024-01,308237.5,0.907
ORD01118,2024-12-07,South,Clothing,Denim Jeans,6,999,0,5994.0,2024-12,362934.45,1.652
ORD01119,2024-07-11,South,Home & Kitchen,Water Bottle,6,349,10,1884.6,2024-07,362934.45,0.519
ORD01120,2024-07-07,South,Food & Beverage,Energy Drink Pack,3,299,15,762.45,2024-07,362934.45,0.21
ORD01121,2024-11-29,West,Clothing,Hoodie,6,799,20,3835.2,2024-11,454804.35,0.843
ORD01122,2024-06-04,South,Food & Beverage,Green Tea Pack,1,199,0,199.0,2024-06,362934.45,0.055
ORD01123,2024-11-16,East,Home & Kitchen,Water Bottle,7,349,0,2443.0,2024-11,403786.75,0.605
ORD01124,2024-03-03,East,Food & Beverage,Protein Bar Box,4,599,20,1916.8,2024-03,403786.75,0.475
ORD01125,2024-11-29,North,Clothing,Sports Shorts,4,449,5,1706.2,2024-11,308237.5,0.554
ORD01126,2024-05-30,South,Clothing,Sports Shorts,7,449,15,2671.55,2024-05,362934.45,0.736
ORD01127,2024-01-03,South,Home & Kitchen,Non-Stick Pan,3,899,15,2292.45,2024-01,362934.45,0.632
ORD01128,2024-08-30,North,Clothing,Sports Shorts,2,449,20,718.4,2024-08,308237.5,0.233
ORD01129,2024-09-18,North,Electronics,USB Hub,2,599,0,1198.0,2024-09,308237.5,0.389
ORD01130,2024-07-19,East,Home & Kitchen,Coffee Mug Set,7,549,20,3074.4,2024-07,403786.75,0.761
ORD01131,2024-07-28,North,Food & Beverage,Instant Coffee,1,349,15,296.65,2024-07,308237.5,0.096
ORD01132,2024-06-27,East,Home & Kitchen,Coffee Mug Set,5,549,20,2196.0,2024-06,403786.75,0.544
ORD01133,2024-03-23,South,Food & Beverage,Instant Coffee,4,349,15,1186.6,2024-03,362934.45,0.327
ORD01134,2024-01-23,North,Food & Beverage,Protein Bar Box,1,599,0,599.0,2024-01,308237.5,0.194
ORD01135,2024-01-15,South,Food & Beverage,Protein Bar Box,1,599,0,599.0,2024-01,362934.45,0.165
ORD01136,2024-03-06,South,Food & Beverage,Energy Drink Pack,4,299,20,956.8,2024-03,362934.45,0.264
ORD01137,2024-03-29,East,Clothing,Formal Shirt,4,699,0,2796.0,2024-03,403786.75,0.692
ORD01138,2024-07-21,East,Home & Kitchen,Coffee Mug Set,6,549,0,3294.0,2024-07,403786.75,0.816
ORD01139,2024-06-13,West,Food & Beverage,Green Tea Pack,4,199,0,796.0,2024-06,454804.35,0.175
ORD01140,2024-11-12,South,Food & Beverage,Mixed Nuts,4,449,0,1796.0,2024-11,362934.45,0.495
ORD01141,2024-11-11,West,Home & Kitchen,Water Bottle,3,349,15,889.95,2024-11,454804.35,0.196
ORD01142,2024-10-11,West,Electronics,Webcam,8,1899,0,15192.0,2024-10,454804.35,3.34
ORD01143,2024-01-05,West,Clothing,Formal Shirt,2,699,10,1258.2,2024-01,454804.35,0.277
ORD01144,2024-11-21,North,Food & Beverage,Energy Drink Pack,3,299,15,762.45,2024-11,308237.5,0.247
ORD01145,2024-07-27,North,Electronics,Webcam,2,1899,10,3418.2,2024-07,308237.5,1.109
ORD01146,2024-05-15,East,Home & Kitchen,Chopping Board,8,249,15,1693.2,2024-05,403786.75,0.419
ORD01147,2024-03-13,South,Food & Beverage,Protein Bar Box,5,599,0,2995.0,2024-03,362934.45,0.825
ORD01148,2024-06-29,South,Home & Kitchen,Coffee Mug Set,5,549,20,2196.0,2024-06,362934.45,0.605
ORD01149,2024-11-24,West,Electronics,USB Hub,1,599,0,599.0,2024-11,454804.35,0.132
ORD01150,2024-05-29,South,Clothing,Sports Shorts,6,449,5,2559.3,2024-05,362934.45,0.705
ORD01151,2024-10-19,South,Home & Kitchen,Coffee Mug Set,4,549,15,1866.6,2024-10,362934.45,0.514
ORD01152,2024-08-03,East,Food & Beverage,Energy Drink Pack,8,299,10,2152.8,2024-08,403786.75,0.533
ORD01153,2024-09-27,South,Food & Beverage,Protein Bar Box,3,599,10,1617.3,2024-09,362934.45,0.446
ORD01154,2024-09-03,South,Electronics,Smart Watch,5,2999,20,11996.0,2024-09,362934.45,3.305
ORD01155,2024-11-05,West,Food & Beverage,Protein Bar Box,5,599,0,2995.0,2024-11,454804.35,0.659
ORD01156,2024-10-02,North,Food & Beverage,Energy Drink Pack,2,299,0,598.0,2024-10,308237.5,0.194
ORD01157,2024-08-08,South,Electronics,Portable Charger,4,799,15,2716.6,2024-08,362934.45,0.749
ORD01158,2024-04-08,West,Home & Kitchen,Coffee Mug Set,3,549,5,1564.65,2024-04,454804.35,0.344
ORD01159,2024-12-09,North,Food & Beverage,Mixed Nuts,7,449,0,3143.0,2024-12,308237.5,1.02
ORD01160,2024-04-28,East,Home & Kitchen,Chopping Board,5,249,10,1120.5,2024-04,403786.75,0.277
ORD01161,2024-09-28,North,Food & Beverage,Instant Coffee,6,349,0,2094.0,2024-09,308237.5,0.679
ORD01162,2024-04-05,West,Electronics,USB Hub,3,599,0,1797.0,2024-04,454804.35,0.395
ORD01163,2024-10-24,North,Food & Beverage,Protein Bar Box,3,599,20,1437.6,2024-10,308237.5,0.466
ORD01164,2024-01-27,South,Food & Beverage,Energy Drink Pack,2,299,0,598.0,2024-01,362934.45,0.165
ORD01165,2024-06-03,West,Clothing,Denim Jeans,7,999,5,6643.35,2024-06,454804.35,1.461
ORD01166,2024-10-27,West,Electronics,Smart Watch,3,2999,0,8997.0,2024-10,454804.35,1.978
ORD01167,2024-07-15,West,Home & Kitchen,Water Bottle,7,349,20,1954.4,2024-07,454804.35,0.43
ORD01168,2024-02-28,East,Electronics,Smart Watch,3,2999,0,8997.0,2024-02,403786.75,2.228
ORD01169,2024-11-30,East,Electronics,Wireless Earbuds,7,1299,20,7274.4,2024-11,403786.75,1.802
ORD01170,2024-07-24,East,Home & Kitchen,Chopping Board,5,249,0,1245.0,2024-07,403786.75,0.308
ORD01171,2024-09-12,North,Food & Beverage,Protein Bar Box,6,599,10,3234.6,2024-09,308237.5,1.049
ORD01172,2024-07-29,North,Food & Beverage,Green Tea Pack,8,199,5,1512.4,2024-07,308237.5,0.491
ORD01173,2024-05-04,West,Home & Kitchen,Coffee Mug Set,1,549,5,521.55,2024-05,454804.35,0.115
ORD01174,2024-05-19,North,Food & Beverage,Protein Bar Box,8,599,0,4792.0,2024-05,308237.5,1.555
ORD01175,2024-04-07,West,Clothing,Sports Shorts,7,449,0,3143.0,2024-04,454804.35,0.691
ORD01176,2024-08-16,East,Food & Beverage,Instant Coffee,5,349,15,1483.25,2024-08,403786.75,0.367
ORD01177,2024-03-01,North,Electronics,USB Hub,2,599,15,1018.3,2024-03,308237.5,0.33
ORD01178,2024-07-18,West,Home & Kitchen,Coffee Mug Set,7,549,0,3843.0,2024-07,454804.35,0.845
ORD01179,2024-10-06,South,Food & Beverage,Green Tea Pack,3,199,0,597.0,2024-10,362934.45,0.164
ORD01180,2024-10-07,North,Clothing,Hoodie,7,799,10,5033.7,2024-10,308237.5,1.633
ORD01181,2024-11-12,West,Home & Kitchen,Non-Stick Pan,3,899,0,2697.0,2024-11,454804.35,0.593
ORD01182,2024-04-26,West,Home & Kitchen,Water Bottle,7,349,20,1954.4,2024-04,454804.35,0.43
ORD01183,2024-11-28,South,Food & Beverage,Protein Bar Box,1,599,0,599.0,2024-11,362934.45,0.165
ORD01184,2024-12-22,South,Electronics,USB Hub,7,599,10,3773.7,2024-12,362934.45,1.04
ORD01185,2024-02-17,South,Electronics,Webcam,5,1899,20,7596.0,2024-02,362934.45,2.093
ORD01186,2024-07-15,East,Electronics,Smart Watch,8,2999,20,19193.6,2024-07,403786.75,4.753
ORD01187,2024-11-30,West,Food & Beverage,Green Tea Pack,6,199,5,1134.3,2024-11,454804.35,0.249
ORD01188,2024-09-05,East,Electronics,Wireless Earbuds,3,1299,0,3897.0,2024-09,403786.75,0.965
ORD01189,2024-05-18,West,Food & Beverage,Mixed Nuts,2,449,10,808.2,2024-05,454804.35,0.178
ORD01190,2024-01-22,North,Food & Beverage,Instant Coffee,5,349,0,1745.0,2024-01,308237.5,0.566
ORD01191,2024-05-15,South,Clothing,Formal Shirt,1,699,20,559.2,2024-05,362934.45,0.154
ORD01192,2024-01-13,South,Home & Kitchen,Storage Box Set,4,699,20,2236.8,2024-01,362934.45,0.616
ORD01193,2024-09-25,North,Food & Beverage,Mixed Nuts,2,449,20,718.4,2024-09,308237.5,0.233
ORD01194,2024-05-08,East,Home & Kitchen,Chopping Board,8,249,20,1593.6,2024-05,403786.75,0.395
ORD01195,2024-12-06,North,Home & Kitchen,Coffee Mug Set,4,549,10,1976.4,2024-12,308237.5,0.641
ORD01196,2024-09-01,East,Clothing,Cotton T-Shirt,3,349,20,837.6,2024-09,403786.75,0.207
ORD01197,2024-05-12,West,Clothing,Cotton T-Shirt,1,349,5,331.55,2024-05,454804.35,0.073
ORD01198,2024-01-21,North,Clothing,Denim Jeans,5,999,20,3996.0,2024-01,308237.5,1.296
ORD01199,2024-07-06,South,Clothing,Sports Shorts,4,449,0,1796.0,2024-07,362934.45,0.495
ORD01200,2024-11-27,West,Food & Beverage,Green Tea Pack,3,199,0,597.0,2024-11,454804.35,0.131
ORD01201,2024-07-03,East,Food & Beverage,Mixed Nuts,5,449,0,2245.0,2024-07,403786.75,0.556
ORD01202,2024-06-23,West,Food & Beverage,Protein Bar Box,3,599,20,1437.6,2024-06,454804.35,0.316
ORD01203,2024-10-04,North,Food & Beverage,Protein Bar Box,5,599,15,2545.75,2024-10,308237.5,0.826
ORD01204,2024-03-20,West,Clothing,Formal Shirt,6,699,0,4194.0,2024-03,454804.35,0.922
ORD01205,2024-08-23,North,Electronics,Portable Charger,1,799,20,639.2,2024-08,308237.5,0.207
ORD01206,2024-09-25,South,Home & Kitchen,Chopping Board,8,249,20,1593.6,2024-09,362934.45,0.439
ORD01207,2024-09-28,South,Home & Kitchen,Chopping Board,4,249,0,996.0,2024-09,362934.45,0.274
ORD01208,2024-09-14,North,Food & Beverage,Mixed Nuts,2,449,10,808.2,2024-09,308237.5,0.262
ORD01209,2024-05-25,West,Food & Beverage,Instant Coffee,7,349,0,2443.0,2024-05,454804.35,0.537
ORD01210,2024-12-10,North,Food & Beverage,Protein Bar Box,5,599,5,2845.25,2024-12,308237.5,0.923
ORD01211,2024-11-20,South,Electronics,USB Hub,6,599,5,3414.3,2024-11,362934.45,0.941
ORD01212,2024-12-21,East,Home & Kitchen,Water Bottle,7,349,0,2443.0,2024-12,403786.75,0.605
ORD01213,2024-05-04,West,Clothing,Formal Shirt,3,699,10,1887.3,2024-05,454804.35,0.415
ORD01214,2024-06-29,West,Electronics,Webcam,3,1899,0,5697.0,2024-06,454804.35,1.253
ORD01215,2024-08-30,South,Home & Kitchen,Storage Box Set,5,699,10,3145.5,2024-08,362934.45,0.867
ORD01216,2024-06-07,West,Food & Beverage,Green Tea Pack,4,199,5,756.2,2024-06,454804.35,0.166
ORD01217,2024-12-12,South,Electronics,USB Hub,6,599,0,3594.0,2024-12,362934.45,0.99
ORD01218,2024-06-04,East,Electronics,Smart Watch,1,2999,5,2849.05,2024-06,403786.75,0.706
ORD01219,2024-04-15,West,Electronics,Smart Watch,2,2999,0,5998.0,2024-04,454804.35,1.319
ORD01220,2024-11-14,South,Home & Kitchen,Non-Stick Pan,7,899,0,6293.0,2024-11,362934.45,1.734
ORD01221,2024-02-10,South,Electronics,Webcam,1,1899,10,1709.1,2024-02,362934.45,0.471
ORD01222,2024-09-04,West,Home & Kitchen,Storage Box Set,1,699,0,699.0,2024-09,454804.35,0.154
ORD01223,2024-10-16,West,Clothing,Denim Jeans,1,999,0,999.0,2024-10,454804.35,0.22
ORD01224,2024-11-15,East,Clothing,Denim Jeans,5,999,20,3996.0,2024-11,403786.75,0.99
ORD01225,2024-07-21,North,Food & Beverage,Protein Bar Box,7,599,0,4193.0,2024-07,308237.5,1.36
ORD01226,2024-06-05,North,Food & Beverage,Energy Drink Pack,8,299,5,2272.4,2024-06,308237.5,0.737
ORD01227,2024-06-05,North,Home & Kitchen,Water Bottle,1,349,0,349.0,2024-06,308237.5,0.113
ORD01228,2024-10-01,West,Home & Kitchen,Non-Stick Pan,5,899,15,3820.75,2024-10,454804.35,0.84
ORD01229,2024-01-19,East,Home & Kitchen,Storage Box Set,2,699,10,1258.2,2024-01,403786.75,0.312
ORD01230,2024-08-05,East,Clothing,Sports Shorts,5,449,20,1796.0,2024-08,403786.75,0.445
ORD01231,2024-10-09,North,Food & Beverage,Green Tea Pack,3,199,0,597.0,2024-10,308237.5,0.194
ORD01232,2024-03-04,West,Electronics,Smart Watch,5,2999,0,14995.0,2024-03,454804.35,3.297
ORD01233,2024-01-31,West,Home & Kitchen,Non-Stick Pan,3,899,0,2697.0,2024-01,454804.35,0.593
ORD01234,2024-11-23,South,Clothing,Denim Jeans,3,999,5,2847.15,2024-11,362934.45,0.784
ORD01235,2024-10-15,West,Electronics,USB Hub,8,599,10,4312.8,2024-10,454804.35,0.948
ORD01236,2024-08-10,South,Clothing,Cotton T-Shirt,6,349,0,2094.0,2024-08,362934.45,0.577
ORD01237,2024-02-06,North,Food & Beverage,Instant Coffee,5,349,20,1396.0,2024-02,308237.5,0.453
ORD01238,2024-04-02,South,Food & Beverage,Protein Bar Box,8,599,0,4792.0,2024-04,362934.45,1.32
ORD01239,2024-08-10,West,Food & Beverage,Green Tea Pack,5,199,0,995.0,2024-08,454804.35,0.219
ORD01240,2024-11-30,South,Home & Kitchen,Storage Box Set,7,699,0,4893.0,2024-11,362934.45,1.348
ORD01241,2024-07-15,East,Food & Beverage,Protein Bar Box,7,599,10,3773.7,2024-07,403786.75,0.935
ORD01242,2024-08-15,West,Clothing,Denim Jeans,2,999,20,1598.4,2024-08,454804.35,0.351
ORD01243,2024-06-03,West,Food & Beverage,Mixed Nuts,2,449,10,808.2,2024-06,454804.35,0.178
ORD01244,2024-11-25,North,Food & Beverage,Protein Bar Box,4,599,15,2036.6,2024-11,308237.5,0.661
ORD01245,2024-11-12,North,Electronics,Smart Watch,1,2999,15,2549.15,2024-11,308237.5,0.827
ORD01246,2024-06-18,East,Electronics,Webcam,2,1899,10,3418.2,2024-06,403786.75,0.847
ORD01247,2024-07-01,North,Clothing,Hoodie,8,799,0,6392.0,2024-07,308237.5,2.074
ORD01248,2024-05-06,West,Clothing,Sports Shorts,1,449,20,359.2,2024-05,454804.35,0.079
ORD01249,2024-04-14,West,Clothing,Sports Shorts,3,449,0,1347.0,2024-04,454804.35,0.296
ORD01250,2024-07-09,South,Clothing,Denim Jeans,3,999,0,2997.0,2024-07,362934.45,0.826
